Time,Mean
3/22/19,0.043095935
3/23/19,0.020166047
3/24/19,0.0466532
3/25/19,0.043679085
3/26/19,0.03788203
3/27/19,0.027919591
3/28/19,0.033894334
3/29/19,0.023708424
3/30/19,0.031312212
3/31/19,0.030904049
4/1/19,-1.27E+30
4/2/19,0.032784227
4/3/19,0.036581397
4/4/19,0.060170058
4/5/19,0.037556965
4/6/19,0.034249809
4/7/19,0.028065778
4/8/19,0.02700147
4/9/19,0.029564621
4/10/19,0.027950008
4/11/19,0.042142667
4/12/19,0.030220216
4/13/19,0.03613371
4/14/19,0.030785764
4/15/19,0.032471407
4/16/19,0.021033909
4/17/19,0.018789532
4/18/19,0.037012078
4/19/19,0.018162482
4/20/19,0.037113309
4/21/19,0.027621264
4/22/19,0.035557658
4/23/19,0.027630881
4/24/19,0.036027238
4/25/19,0.032552369
4/26/19,0.024971373
4/27/19,0.037235215
4/28/19,0.032340128
4/29/19,0.026852176
4/30/19,0.032599006
5/1/19,0.032010958
5/2/19,0.026885489
5/3/19,-1.27E+30
5/4/19,0.039308216
5/5/19,0.02411424
5/6/19,0.030844508
5/7/19,0.027928982
5/8/19,0.028874036
5/9/19,0.03251034
5/10/19,0.031254001
5/11/19,0.03401361
5/12/19,0.048714753
5/13/19,0.032218874
5/14/19,0.033346005
5/15/19,0.022050323
5/16/19,0.023250911
5/17/19,0.028688589
5/18/19,0.026964342
5/19/19,0.025483575
5/20/19,0.022964617
5/21/19,0.030730782
5/22/19,0.028265869
5/23/19,0.03084513
5/24/19,0.035059452
5/25/19,0.031160099
5/26/19,0.027825812
5/27/19,0.027888035
5/28/19,0.027397677
5/29/19,0.032587033
5/30/19,0.036312398
5/31/19,0.035597436
6/1/19,0.029059144
6/2/19,0.02850323
6/3/19,0.019444693
6/4/19,-1.27E+30
6/5/19,0.023260286
6/6/19,0.020232916
6/7/19,0.026381394
6/8/19,0.020854795
6/9/19,0.022633603
6/10/19,0.028952815
6/11/19,0.025747946
6/12/19,0.028092619
6/13/19,0.021863531
6/14/19,0.027289799
6/15/19,0.02306122
6/16/19,0.024450522
6/17/19,0.027852301
6/18/19,0.020844311
6/19/19,0.025908375
6/20/19,0.025902476
6/21/19,0.025796672
6/22/19,0.022392321
6/23/19,0.027115405
6/24/19,0.030413715
6/25/19,0.028726677
6/26/19,0.023081295
6/27/19,0.022149073
6/28/19,0.029549256
6/29/19,0.023224549
6/30/19,0.034465648
7/1/19,0.027873386
7/2/19,0.026939593
7/3/19,0.026565785
7/4/19,0.031069873
7/5/19,0.02997355
7/6/19,-1.27E+30
7/7/19,0.019309353
7/8/19,0.021106843
7/9/19,0.022125233
7/10/19,0.02492027
7/11/19,0.024479426
7/12/19,0.024688663
7/13/19,0.021285208
7/14/19,0.030710522
7/15/19,0.025230529
7/16/19,0.027871741
7/17/19,0.024236826
7/18/19,0.022382576
7/19/19,0.024824841
7/20/19,0.020195682
7/21/19,0.024988262
7/22/19,0.021568947
7/23/19,0.038006872
7/24/19,0.025252493
7/25/19,0.029640323
7/26/19,0.021017779
7/27/19,0.020397713
7/28/19,0.024045112
7/29/19,0.024106039
7/30/19,0.027053334
7/31/19,0.026489766
8/1/19,0.037681077
8/2/19,0.031111322
8/3/19,0.029460497
8/4/19,0.025525129
8/5/19,0.029305751
8/6/19,0.024007501
8/7/19,-1.27E+30
8/8/19,0.027393082
8/9/19,0.02350938
8/10/19,0.035026655
8/11/19,0.034939222
8/12/19,0.042399496
8/13/19,0.050327245
8/14/19,0.047182702
8/15/19,0.037712153
8/16/19,0.048325386
8/17/19,0.045947518
8/18/19,0.034220964
8/19/19,0.034631103
8/20/19,0.040388893
8/21/19,0.05303533
8/22/19,0.050688744
8/23/19,0.044364236
8/24/19,0.042961072
8/25/19,0.034282304
8/26/19,0.044771012
8/27/19,0.037646543
8/28/19,0.042014249
8/29/19,0.048817497
8/30/19,0.037070137
8/31/19,0.039453499
9/1/19,0.036711745
9/2/19,0.048377078
9/3/19,0.030661633
9/4/19,0.042354301
9/5/19,0.044569884
9/6/19,0.042313799
9/7/19,0.031736851
9/8/19,-1.27E+30
9/9/19,0.055703618
9/10/19,0.042890832
9/11/19,0.051214218
9/12/19,0.036540125
9/13/19,0.047650382
9/14/19,0.054759681
9/15/19,0.056997251
9/16/19,0.051770601
9/17/19,0.050222375
9/18/19,0.061279241
9/19/19,0.032678522
9/20/19,0.03014933
9/21/19,0.035269793
9/22/19,0.040204186
9/23/19,0.037583388
9/24/19,0.057047248
9/25/19,0.047791496
9/26/19,0.037208218
9/27/19,0.045417242
9/28/19,0.032185987
9/29/19,0.049433682
9/30/19,0.036779523
10/1/19,0.042630684
10/2/19,0.052814562
10/3/19,0.034695514
10/4/19,0.05134486
10/5/19,0.033664793
10/6/19,0.034555297
10/7/19,0.032182761
10/8/19,0.044905815
10/9/19,0.034049973
10/10/19,-1.27E+30
10/11/19,0.051169012
10/12/19,0.043325964
10/13/19,0.047303043
10/14/19,0.030725801
10/15/19,0.045013145
10/16/19,0.027740376
10/18/19,0.029096238
10/19/19,0.029869996
10/20/19,0.033695083
10/21/19,0.037115578
10/22/19,0.028368976
10/23/19,0.031596094
10/24/19,0.034757644
10/25/19,0.024175501
10/26/19,0.031643726
10/27/19,0.03742465
10/28/19,0.028335651
10/29/19,0.0381996
10/30/19,0.028224589
10/31/19,0.030345079
11/1/19,0.033496793
11/2/19,0.03720944
11/3/19,0.03035339
11/4/19,0.029839128
11/5/19,0.033090353
11/6/19,0.026012791
11/7/19,0.034807064
11/8/19,0.026382679
11/9/19,0.039453764
11/10/19,0.028931435
11/11/19,-1.27E+30
11/12/19,0.034086295
11/13/19,0.038703535
11/14/19,0.031571578
11/15/19,0.035266906
11/16/19,0.036443953
11/17/19,0.007593072
11/18/19,0.026330961
11/19/19,0.023191866
11/20/19,0.036728766
11/21/19,0.031417105
11/22/19,0.017305849
11/23/19,0.028132286
11/24/19,0.022802163
11/25/19,0.031113278
11/26/19,0.034539487
11/27/19,0.036208954
11/28/19,0.046249066
11/29/19,0.041297019
11/30/19,0.039037772
12/1/19,0.030304283
12/2/19,0.035765458
12/3/19,0.038913872
12/4/19,0.030139569
12/5/19,0.029018022
12/6/19,0.040293466
12/7/19,0.038434524
12/8/19,0.023557225
12/9/19,0.02698461
12/10/19,0.027044822
12/11/19,0.041330412
12/12/19,0.031349368
12/13/19,0.038066581
12/14/19,0.027278133
12/15/19,0.033938363
12/16/19,0.038596727
12/17/19,0.020108113
12/18/19,0.031215113
12/19/19,0.026707565
12/20/19,0.043964651
12/21/19,0.029290538
12/22/19,0.031496074
12/23/19,0.040584061
12/24/19,0.031978834
12/25/19,0.035523571
12/26/19,0.013766335
12/27/19,0.023722326
12/28/19,0.033562578
12/29/19,0.038953845
12/30/19,0.026312176
12/31/19,0.028922129
